item_name,item_id,item_category_id,sales_volumn,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,total_sales,initial_date,medianPrice
"Just Dance 2015 (только для MS Kinect) [Xbox One, английская версия]",4050,24,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135034.71000000002,45231.9,60859.83,50781.08999999999,291907.53,23.10.2014,1999.0
"Just Dance 2015 (только для PS Move) [PS3, русская документация]",4051,19,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178754.67,139230.85,62039.95,77785.72000000003,457811.19000000006,23.10.2014,1999.0
"Just Dance 2015 [PS4, английская версия]",4052,20,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468475.59,237412.0,169474.93,160838.92000001,1036201.44000001,23.10.2014,2499.0
"Just Dance 2016 (только для MS Kinect) [Xbox 360, русская версия]",4053,23,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2499.0
"Just Dance 2016 (только для PS Move) [PS3, русская версия]",4054,19,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2499.0
"Just Dance 2016. Unlimited [PS4, русская версия]",4055,20,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2999.0
"Just Dance 2016. Unlimited [Xbox One, русская версия]",4056,24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2999.0
"Just Dance 4 (с поддержкой PS Move) [PS3, английская версия]",4057,19,7.0,12593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12593.0,02.01.2013,1799.0
"Just Dance Kids 2014 (только для Kinect) [Xbox 360, английская версия]",4058,23,31.0,0.0,0.0,0.0,45576.0,13293.0,0.0,0.0,0.0,0.0,0.0,0.0,58869.0,30.10.2013,1899.0
"Just Dance. Disney Party 2 (только для MS Kinect) [Xbox 360, английская версия]",4059,23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1999.0
"Just Dance. Disney Party 2 [Xbox One, английская версия]",4060,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Just Dance: Greatest Hits [только для Kinect] [Xbox 360],4061,23,5.0,3996.0,0.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4694.0,16.02.2013,999.0
KAAS PATRICIA  Piano Bar By Patricia Kaas,4062,55,1.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,08.09.2013,299.0
KADEBOSTANY  Pop Collection,4063,55,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6972.0,6972.0,11.07.2015,249.0
KANE & LYNCH 2: Dog Days SPECIAL EDITION. Рус. док. (PS3),4064,19,1.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.0,23.02.2013,1198.0
KANE & LYNCH 2: Dog Days. Рус. док. (Xbox 360),4065,23,1.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,19.01.2013,498.0
"KARAJAN, HERBERT VON Bizet: Carmen DVD",4066,59,1.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,12.06.2013,198.0
KASABIAN  48:13,4067,55,381.0,0.0,0.0,0.0,0.0,0.0,0.0,65372.0,20571.2,11063.0,8073.0,7067.0,112146.2,04.07.2014,299.0
KASABIAN  Velociraptor!,4068,55,108.0,7475.0,4186.0,8671.0,5980.0,4485.0,598.0,198.0,198.0,198.0,0.0,0.0,31989.0,02.01.2013,299.0
KEANE  Strangeland,4069,55,58.0,4865.0,2990.0,2865.0,642.0,1332.0,148.0,196.0,98.0,0.0,0.0,0.0,13136.0,03.01.2013,198.0
KENNY G  Brazilian Nights,4070,55,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,3141.0,10341.0,10.04.2015,349.0
KENNY G  Greatest Hits,4071,55,4.0,598.0,299.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,07.01.2013,299.0
KENNY G  Heart And Soul,4072,55,185.0,7609.0,7366.0,7774.0,6877.0,3588.0,2093.0,2990.0,6469.0,4485.0,2990.0,1733.8,53974.8,02.01.2013,299.0
KENNY G  Rhythm & Romance: The Latin Album,4073,55,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.03.2013,28.0
KENNY G & RAHUL SHARMA  Namaste,4074,55,34.0,2283.0,3071.0,897.0,1196.0,994.0,592.0,0.0,0.0,0.0,0.0,0.0,9033.0,12.01.2013,299.0
KESHA  Warrior,4075,55,25.0,5004.0,1794.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7097.0,02.01.2013,299.0
KEYS ALICIA  Girl On Fire,4076,55,44.0,4831.0,2565.0,3588.0,1196.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,12778.0,03.01.2013,299.0
"KEYS, ALICIA As I Am 2LP",4077,58,6.0,4047.0,1349.0,0.0,1349.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,8094.0,03.02.2013,1349.0
"KEYS, ALICIA Diary Of Alicia Keys LP",4078,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,498.0,02.07.2014,498.0
KID ROCK  Born Free,4079,55,4.0,0.0,598.0,248.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,06.04.2013,299.0
KILLERS  Battle Born  2LP,4080,58,16.0,5796.0,2898.0,4179.0,1499.0,1499.0,3094.0,1996.0,0.0,0.0,0.0,0.0,20961.0,10.02.2013,1449.0
KING CRIMSON  Cirkus  2СD (фирм.),4081,56,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,04.04.2013,999.0
KING CRIMSON  USA (фирм.),4082,56,1.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,04.04.2013,699.0
KINGS OF LEON  Mechanical Bull,4083,55,79.0,0.0,0.0,0.0,17216.0,2990.0,299.0,494.0,246.0,294.0,116.0,0.0,21655.0,02.10.2013,299.0
KINGSMAN: СЕКРЕТНАЯ СЛУЖБА (BD),4084,37,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135696.20000000298,111466.94,247163.14000000298,12.06.2015,499.0
KINGSMAN: СЕКРЕТНАЯ СЛУЖБА (DVD+BD),4085,40,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118708.899999999,144525.09000000005,263233.98999999906,12.06.2015,499.0
KIRILOFF  Night Train To Moscow (digipack),4086,55,40.0,0.0,0.0,0.0,0.0,0.0,3237.0,4233.0,1992.0,498.0,0.0,0.0,9960.0,08.05.2014,249.0
KISS  Alive!  2LP,4087,58,1.0,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.0,30.03.2013,1599.0
KISS  Dynasty  LP,4088,58,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3098.0,6196.0,9294.0,28.05.2015,1549.0
KISS  Gene Simmons  LP,4089,58,2.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998.0,03.03.2013,999.0
KISS  Kiss  LP,4090,58,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3098.0,1549.0,4647.0,21.06.2015,1549.0
KISS  Love Gun  LP,4091,58,25.0,0.0,0.0,0.0,0.0,0.0,1049.0,10641.0,5995.0,11820.0,0.0,1399.0,30904.0,28.06.2014,1199.0
KISS  Monster,4092,55,374.0,25658.0,13455.0,15300.0,8372.0,7964.0,8372.0,10845.0,11552.0,4416.0,2094.0,2792.0,110820.0,02.01.2013,299.0
KISS  Monster  LP,4093,58,42.0,7192.0,899.0,1798.0,10437.55,8592.0,2067.6,2298.0,3447.0,1149.0,3847.0,3098.0,44825.15,10.01.2013,1049.0
KISS  Symphony  2DVD,4094,59,24.0,1497.0,3992.0,4990.0,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11976.0,26.02.2013,499.0
KISS  The Very Best Of,4095,55,7.0,1196.0,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.0,10.01.2013,299.0
KISS Sonic Boom (фирм.),4096,56,1.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,09.01.2013,699.0
KISS The Second Coming DVD,4097,59,2.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,27.01.2013,349.0
KNOPFLER MARK  A Night In London  DVD,4098,59,13.0,2094.0,2094.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4537.0,23.02.2013,349.0
KNOPFLER MARK  Get Lucky,4099,55,26.0,2870.0,2990.0,1076.0,179.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,7414.0,06.01.2013,299.0
KNOPFLER MARK  Privateering  2CD,4100,55,366.0,31782.0,15561.0,16125.0,12651.0,19696.0,15891.0,9858.0,6384.0,8330.0,4582.0,2694.0,143554.0,02.01.2013,399.0
KNOPFLER MARK  Privateering  2LP,4101,58,32.0,3598.0,10541.0,7796.0,9945.0,5997.0,1999.0,1999.0,5997.0,5997.0,6997.0,2999.0,63865.0,16.03.2013,1999.0
KNOPFLER MARK  Tracker,4102,55,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12637.0,76246.0,17729.2,106612.2,25.03.2015,349.0
KNOPFLER MARK  Tracker  2LP,4103,58,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4098.0,30436.0,14094.0,48628.0,26.03.2015,2349.0
KNOPFLER MARK  Tracker (фирм.),4104,56,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4245.0,18678.0,1698.0,24621.0,25.03.2015,849.0
KORN  Korn III: Remember Who You Are,4105,55,29.0,2392.0,1786.0,1782.0,396.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,6702.0,13.01.2013,198.0
KORN  Part Of Totality,4106,55,89.0,5382.0,4724.2,6761.0,5681.0,3289.0,299.0,0.0,299.0,0.0,0.0,0.0,26435.2,02.01.2013,299.0
KORN  The Paradigm Shift,4107,55,387.0,0.0,0.0,0.0,49689.25,17124.0,14950.0,14053.0,7759.0,7128.0,1745.0,3490.0,115938.25,18.10.2013,299.0
KOTO  The Original Masterpiece  LP,4108,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,1399.0,18.07.2015,1399.0
KRAFTWERK  Tour De France  2LP,4109,58,6.0,0.0,0.0,0.0,5397.0,1799.0,1233.0,1298.0,0.0,0.0,0.0,0.0,9727.0,01.12.2013,1799.0
KRALL DIANA  Glad Rag Doll,4110,55,320.0,13617.0,7827.0,9568.0,9568.0,10187.0,6958.0,11523.5,8970.0,5681.0,5183.0,3839.0,92921.5,04.01.2013,299.0
KRALL DIANA  Glad Rag Doll  2LP,4111,58,31.0,10522.0,13191.0,4497.0,4497.0,0.0,4092.0,698.0,996.0,0.0,298.0,0.0,38791.0,03.01.2013,1349.0
KRALL DIANA  Glad Rag Doll  Deluxe Edition (фирм.),4112,56,29.0,5192.0,5192.0,5192.0,1298.0,649.0,1298.0,0.0,0.0,0.0,0.0,0.0,18821.0,03.01.2013,649.0
KRALL DIANA  Live At The Montreal Jazz Festival  DVD,4113,59,13.0,1396.0,2353.0,349.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4447.0,02.03.2013,349.0
KRALL DIANA  Live In Paris,4114,55,28.0,1984.0,1984.0,1196.0,670.0,783.0,148.0,98.0,0.0,0.0,0.0,0.0,6863.0,12.01.2013,299.0
KRALL DIANA  Quiet Nights,4115,55,154.0,6279.0,6549.9,7447.0,6659.0,5681.0,5681.0,3887.0,1196.0,897.0,598.0,299.0,45173.9,05.01.2013,299.0
KRALL DIANA  Quiet Nights  LP,4116,58,20.0,4296.0,2997.0,2672.0,2098.0,2098.0,0.0,0.0,1049.0,1049.0,1049.0,2598.0,19906.0,21.01.2013,1049.0
KRALL DIANA  Very Best Of  2LP,4117,58,44.0,10743.0,7295.0,2998.0,7495.0,11992.0,5996.0,2998.0,6396.0,6846.0,0.0,6397.0,69156.0,07.01.2013,1499.0
KRALL DIANA  When I Look In Your Eyes,4118,55,51.0,4865.0,2772.0,1794.0,1592.0,888.0,196.0,392.0,0.0,0.0,0.0,0.0,12499.0,06.02.2013,299.0
KRAVITZ LENNY  Black And White America,4119,55,1.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,06.01.2013,299.0
KRAVITZ LENNY  Black And White America (фирм.),4120,56,8.0,1598.0,799.0,2397.0,0.0,799.0,0.0,799.0,0.0,0.0,0.0,0.0,6392.0,31.01.2013,799.0
KRAVITZ LENNY  It Is Time For A Love Revolution,4121,55,1.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,28.02.2013,279.0
"KRAZ [PC, Цифровая версия]",4122,31,17.0,0.0,0.0,0.0,1400.0,1050.0,350.0,0.0,350.0,495.0,99.0,99.0,3843.0,24.10.2013,350.0
KREC  Воздух свободы,4123,55,111.0,0.0,0.0,0.0,0.0,1194.0,10746.0,5970.0,3183.7,995.0,0.0,0.0,22088.7,27.03.2014,199.0
KREC  Молча проще (фирм.),4124,55,99.0,10063.0,8939.1,3735.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24152.1,07.01.2013,249.0
KREWELLA  Get Wet,4125,55,18.0,0.0,0.0,0.0,4485.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,5382.0,03.10.2013,299.0
Kane & Lynch 2: Dog Days (PC-DVD) (Jewel),4126,30,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,02.02.2013,28.0
Kaspersky Anti-Virus 2013 Russian Edition. 2-Desktop 1 year Base Box,4127,75,325.0,157521.5,99596.0,53362.0,27583.0,12937.0,0.0,0.0,0.0,0.0,0.0,0.0,350999.5,02.01.2013,1190.0
Kaspersky Anti-Virus 2013 Russian Edition. 2-Desktop 1 year Renewal Card,4128,75,488.0,192769.0,114968.0,79465.0,20660.0,2995.0,1198.0,0.0,0.0,0.0,0.0,0.0,412055.0,03.01.2013,899.0
Kaspersky Anti-Virus 2014 Russian Edition. 2-Desktop 1 year Base Box,4129,75,269.0,0.0,0.0,50432.0,95313.2,77074.7,40086.0,35699.7,9519.7,0.0,0.0,0.0,308125.30000000005,06.08.2013,1190.0
"Kaspersky Anti-Virus 2014 Russian Edition. 2-Desktop 1 year Base Retail Pack[PC, Цифровая версия]",4130,76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0,31.07.2014,1200.0
"Kaspersky Anti-Virus 2014 Russian Edition. 2-Desktop 1 year Base [PC, Цифровая версия]",4131,76,8.0,0.0,0.0,720.0,1200.0,4800.0,2400.0,0.0,0.0,0.0,0.0,0.0,9120.0,22.08.2013,1200.0
Kaspersky Anti-Virus 2014 Russian Edition. 2-Desktop 1 year Renewal Card,4132,75,460.0,0.0,0.0,35998.0,125890.0,132125.0,68112.4,35424.0,1798.0,0.0,0.0,0.0,399347.4,10.08.2013,899.0
"Kaspersky Anti-Virus 2014 Russian Edition. 2-Desktop 1 year Renewal Retail Pack[PC, Цифровая версия]",4133,76,11.0,0.0,0.0,0.0,0.0,0.0,8100.0,1800.0,0.0,0.0,0.0,0.0,9900.0,17.05.2014,900.0
"Kaspersky Anti-Virus 2014 Russian Edition. 2-Desktop 1 year Renewal [PC, Цифровая версия]",4134,76,10.0,0.0,0.0,900.0,900.0,5400.0,900.0,900.0,0.0,0.0,0.0,0.0,9000.0,25.09.2013,900.0
Kaspersky Anti-Virus 2015 Russian Edition. 2-Desktop 1 year Base Box,4135,75,121.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.5,24616.0,68646.0,30940.0,17850.0,143241.5,12.08.2014,1190.0
"Kaspersky Anti-Virus 2015 Russian Edition. 2-Desktop 1 year Base Download Pack [PC, Цифровая версия]",4136,76,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1200.0,0.0,2400.0,0.0,7200.0,07.08.2014,1200.0
"Kaspersky Anti-Virus 2015 Russian Edition. 2-Desktop 1 year Base Retail Pack[PC, Цифровая версия]",4137,76,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,12000.0,2400.0,4800.0,0.0,26400.0,17.08.2014,1200.0
Kaspersky Anti-Virus 2015 Russian Edition. 2-Desktop 1 year Renewal Card,4138,75,206.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,34595.0,61492.66,45095.0,29303.5,171385.16,18.09.2014,899.0
"Kaspersky Anti-Virus 2015 Russian Edition. 2-Desktop 1 year Renewal Retail Pack[PC, Цифровая версия]",4139,76,55.0,0.0,0.0,0.0,0.0,0.0,0.0,12600.0,24300.0,7200.0,4500.0,900.0,49500.0,06.08.2014,900.0
"Kaspersky Anti-Virus 2015 Russian Edition. 2-Desktop 1 year RenewalDownload P [PC, Цифровая версия]",4140,76,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,3600.0,1800.0,3600.0,0.0,11700.0,11.08.2014,900.0
Kaspersky Anti-Virus 2016 Russian Edition. 2-Desktop 1 year Base Box,4141,75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,1190.0,22.09.2015,1190.0
Kaspersky Anti-Virus 2016 Russian Edition. 2-Desktop 1 year Base Download Pack   [Цифровая версия],4142,76,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,2400.0,31.07.2015,1200.0
Kaspersky Anti-Virus 2016 Russian Edition. 2-Desktop 1 year Renewal Card,4143,75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.86,1620.86,16.08.2015,990.0
Kaspersky Anti-Virus 2016 Russian Edition. 2-Desktop 1 year Renewal Download Pack  [Цифровая версия],4144,76,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,1980.0,03.08.2015,990.0
Kaspersky Anti-Virus 2016 Russian Edition. 2-Desktop 1 year Renewal Retail Pack [Цифровая версия],4145,76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,990.0,28.09.2015,990.0
"Kaspersky Antivirus 2013 Student (2ПК / 1год) (Kaspersky) [PC, Цифровая версия]",4146,76,3.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,15.05.2013,720.0
Kaspersky CRYSTAL 2.0 Russian Edition. 2-Desktop 1 year Base Box,4147,75,154.0,186056.0,91979.2,41610.0,4380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324025.2,04.01.2013,2190.0
Kaspersky CRYSTAL 2.0 Russian Edition. 2-Desktop 1 year Renewal Card,4148,75,77.0,69305.0,34470.0,8940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112715.0,03.01.2013,1490.0
"Kaspersky CRYSTAL 3.0 Russian Edition. 2-Desktop 1 year Base Download Pack [PC, Цифровая версия]",4149,76,18.0,0.0,0.0,1990.0,7960.0,17910.0,1990.0,5970.0,0.0,0.0,0.0,0.0,35820.0,27.08.2013,1990.0
"Kaspersky CRYSTAL 3.0 Russian Edition. 2-Desktop 1 year Base Retail Pack [PC, Цифровая версия]",4150,76,9.0,0.0,0.0,0.0,0.0,0.0,3980.0,7960.0,5970.0,0.0,0.0,0.0,17910.0,15.05.2014,1990.0
"Kaspersky CRYSTAL 3.0 Russian Edition. 2-Desktop 1 year Renewal Download Pack [PC, Цифровая версия]",4151,76,42.0,0.0,1540.0,4620.0,12320.0,20020.0,9240.0,9240.0,7700.0,0.0,0.0,0.0,64680.0,29.05.2013,1540.0
"Kaspersky CRYSTAL 3.0 Russian Edition. 2-Desktop 1 year Renewal Retail Pack  [PC, Цифровая версия]",4152,76,34.0,0.0,0.0,0.0,0.0,0.0,15400.0,24640.0,12320.0,0.0,0.0,0.0,52360.0,31.05.2014,1540.0
Kaspersky CRYSTAL Russian Edition. 2-Desktop 1 year Base Box_NEW,4153,75,3.0,6270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6270.0,26.01.2013,2090.0
Kaspersky CRYSTAL Russian Edition. 2-Desktop 1 year Renewal Card,4154,75,1.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,08.01.2013,1490.0
Kaspersky Endpoint Security для бизнеса – Стандартный Russian Edition. 10-14 Node 1 year Renewal License,4155,75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9486.0,0.0,0.0,0.0,0.0,9486.0,24.07.2014,948.6
Kaspersky Endpoint Security для бизнеса – Стандартный Russian Edition. 15-19 Node 1 year Renewal License,4156,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Kaspersky Endpoint Security для бизнеса – Стартовый Russian Edition. 10-14 Node 1 year Base License,4157,75,10.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.06.2013,1000.0
Kaspersky Endpoint Security для бизнеса – Стартовый Russian Edition. 15-19 Node 1 year Base License,4158,75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13470.0,0.0,0.0,0.0,0.0,13470.0,08.07.2014,898.0
Kaspersky Internet Security 2011 Russian Edition. 2-Desktop 1 year Renewal Box,4159,75,1.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,11.12.2013,653.0
Kaspersky Internet Security 2012 Russian Edition. 2-Desktop 1 year Base Box,4160,75,1.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,28.02.2013,1088.0
Kaspersky Internet Security 2012 Russian Edition. 2-Desktop 1 year Renewal Box,4161,75,1201.0,759032.999999998,245153.299999999,12632.0,1414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018232.299999997,01.01.2013,849.0
"Kaspersky Internet Security 2013 (2 ПК/1 год) [PC, Цифровая версия]",4162,76,2.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,11.07.2013,1600.0
Kaspersky Internet Security 2013 Russian Edition. 2-Desktop 1 year Base Box,4163,75,2184.0,1726576.2000000004,1031074.4,534450.9,52599.0,8921.0,0.0,0.0,0.0,0.0,0.0,0.0,3353621.5000000005,01.01.2013,1590.0
Kaspersky Internet Security 2013 Russian Edition. 2-Desktop 1 year Renewal Box,4164,75,2850.0,1212477.399999999,770655.799999998,594699.0,153391.8,12854.0,0.0,0.0,0.0,0.0,0.0,0.0,2744077.9999999967,01.01.2013,999.0
Kaspersky Internet Security 2013 Russian Edition. 2-Desktop 1 year Renewal Card,4165,75,8.0,4087.0,1998.0,799.2,949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.2,05.02.2013,999.0
Kaspersky Internet Security 2013 Russian Edition. 5-Desktop 1 year Base DVD box,4166,75,13.0,6542.0,31120.0,11670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49332.0,05.02.2013,3890.0
Kaspersky Internet Security 2013 Russian Edition. 5-Desktop 1 year Renewal Card,4167,75,8.0,9726.0,4662.0,5180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19568.0,18.01.2013,2590.0
"Kaspersky Internet Security 2013 Student (2 ПК / 1 год) (Kaspersky) [PC, Цифровая версия]",4168,76,38.0,0.0,33600.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36480.0,31.05.2013,960.0
"Kaspersky Internet Security Multi-Device 2-Device 1 year Student Download Pack[PC, Цифровая версия]",4169,76,120.0,0.0,0.0,0.0,22080.0,30720.0,22080.0,38400.0,1920.0,0.0,0.0,0.0,115200.0,20.10.2013,960.0
"Kaspersky Internet Security Multi-Device Russian Edi 3-Dev 1 year Renewal RP [PC, Цифровая версия]",4170,76,14.0,0.0,0.0,0.0,0.0,0.0,5960.0,14900.0,0.0,0.0,0.0,0.0,20860.0,23.05.2014,1490.0
"Kaspersky Internet Security Multi-Device Russian Edi. 2-Dev 1 year Renewal RP [PC, Цифровая версия)",4171,76,42.0,0.0,0.0,0.0,0.0,0.0,10400.0,35840.0,0.0,0.0,0.0,0.0,46240.0,12.05.2014,1040.0
"Kaspersky Internet Security Multi-Device Russian Edi. 3-Dev 1 year Base RP  [PC, Цифровая версия]",4172,76,3.0,0.0,0.0,0.0,0.0,0.0,3980.0,1990.0,0.0,0.0,0.0,0.0,5970.0,26.06.2014,1990.0
"Kaspersky Internet Security Multi-Device Russian Edi. 5-Dev 1 year Renewal RP [PC, Цифровая версия]",4173,76,20.0,0.0,0.0,0.0,0.0,0.0,8700.0,11600.0,20300.0,8700.0,5800.0,2900.0,58000.0,14.05.2014,2900.0
"Kaspersky Internet Security Multi-Device Russian Edi. 5-Device 1 year Bas  RP [PC, Цифровая версия]",4174,76,4.0,0.0,0.0,0.0,0.0,0.0,3900.0,3900.0,7800.0,0.0,0.0,0.0,15600.0,29.06.2014,3900.0
"Kaspersky Internet Security Multi-Device Russian Edition. 2-Dev 1 year Base RP [PC, Цифровая версия)",4175,76,16.0,0.0,0.0,0.0,0.0,0.0,8000.0,17600.0,0.0,0.0,0.0,0.0,25600.0,15.05.2014,1600.0
"Kaspersky Internet Security Multi-Device Russian Edition. 2-Device 1 y  Bas DP[PC, Цифровая версия]",4176,76,18.0,0.0,0.0,3200.0,6400.0,3200.0,8000.0,8000.0,0.0,0.0,0.0,0.0,28800.0,30.08.2013,1600.0
"Kaspersky Internet Security Multi-Device Russian Edition. 2-Device 1 y Ren D P [PC, Цифровая верс",4177,76,22.0,0.0,0.0,0.0,3120.0,13520.0,3120.0,3280.0,0.0,0.0,0.0,0.0,23040.0,17.12.2013,1040.0
Kaspersky Internet Security Multi-Device Russian Edition. 2-Device 1 year Base Box,4178,75,5350.0,0.0,0.0,654665.55,1260223.649999988,1208262.7,906169.9,820388.6,1164738.8,944582.54,581052.5,504290.72,8044374.959999988,06.08.2013,1590.0
"Kaspersky Internet Security Multi-Device Russian Edition. 2-Device 1 year Base Download Pack[PC, Цифровая версия]",4179,76,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,14400.0,8000.0,12800.0,11200.0,49600.0,09.09.2014,1600.0
"Kaspersky Internet Security Multi-Device Russian Edition. 2-Device 1 year Base Retail Pack [PC, Цифровая версия)",4180,76,28.0,0.0,0.0,0.0,0.0,0.0,0.0,11200.0,22400.0,3200.0,0.0,6400.0,43200.0,06.09.2014,1600.0
Kaspersky Internet Security Multi-Device Russian Edition. 2-Device 1 year Renewal Box,4181,75,8872.0,0.0,0.0,554134.9999999991,1364936.240000025,1523801.0,911277.8999999992,959925.9,1318555.19999998,1217607.6600000202,736215.1,668013.05,9254467.050000023,06.08.2013,1090.0
